gp,min,pts,fg,3p_made,3p,ftm,ft,oreb,dreb,ast,stl,blk,tov,target_5yrs,points_per_minute,efficiency_rating
43,14.0,5.0,44.4,0.0,0.0,1.1,64.9,1.1,2.3,0.4,0.3,0.5,0.9,1,0.35714285714285715,8.700000000000001
75,12.7,4.1,42.9,0.0,0.0,1.0,69.1,1.4,1.9,0.3,0.1,0.3,0.7,1,0.3228346456692913,7.3999999999999995
68,11.6,4.8,51.7,0.0,50.0,1.2,71.8,0.8,1.5,0.5,0.3,0.4,1.1,1,0.41379310344827586,7.199999999999999
80,11.5,3.9,39.7,0.3,30.1,1.0,65.8,0.3,0.9,1.5,0.5,0.1,0.9,1,0.3391304347826087,6.299999999999999
57,10.4,3.1,41.7,0.0,20.0,0.5,56.5,1.1,1.7,0.3,0.3,0.3,0.4,0,0.2980769230769231,6.499999999999999
45,10.2,4.1,45.1,0.0,0.0,1.0,60.3,0.9,1.9,0.2,0.0,0.6,0.6,1,0.4019607843137255,7.1
54,9.7,3.0,47.7,0.0,0.0,0.7,61.3,1.3,1.7,0.6,0.5,0.3,0.8,1,0.30927835051546393,6.6
70,9.5,2.2,44.6,0.0,0.0,0.6,73.8,0.8,1.6,0.2,0.2,0.5,0.6,0,0.23157894736842108,4.9
65,21.2,6.3,35.2,0.8,31.4,1.8,59.1,0.8,2.3,1.2,0.6,1.1,1.3,0,0.2971698113207547,10.899999999999999
36,8.8,2.3,53.2,0.0,0.0,0.5,48.6,0.8,0.8,0.4,0.3,0.2,0.6,1,0.2613636363636363,4.2
35,7.7,2.2,52.6,0.0,0.0,0.5,55.2,0.5,1.2,0.2,0.1,0.1,0.4,0,0.28571428571428575,3.9
35,5.5,1.8,38.2,0.1,28.6,0.2,57.1,0.2,0.4,0.4,0.2,0.3,0.5,1,0.32727272727272727,2.9
35,5.1,3.2,55.1,0.0,0.0,0.4,56.5,0.5,0.8,0.3,0.0,0.3,1.1,0,0.627450980392157,3.9
70,40.9,19.0,42.6,1.9,39.5,3.4,79.7,0.8,3.2,9.3,1.4,0.3,3.8,1,0.4645476772616137,30.199999999999992
82,39.2,15.0,47.6,0.7,32.8,3.0,74.9,1.7,2.9,3.5,1.0,0.4,1.6,1,0.3826530612244898,22.9
72,37.5,19.2,41.4,1.3,31.8,5.4,74.7,1.3,2.4,3.9,1.1,1.1,3.5,1,0.512,25.5
82,34.4,15.3,45.8,0.1,35.7,3.7,77.3,3.7,5.1,1.0,1.0,1.6,1.7,1,0.44476744186046513,25.900000000000002
77,31.9,13.3,45.7,0.0,0.0,2.8,73.2,2.3,5.1,1.4,0.6,0.7,2.0,1,0.41692789968652044,21.400000000000002
80,31.0,10.8,41.2,0.7,36.8,2.5,78.2,0.8,1.7,6.1,1.1,0.0,2.4,0,0.34838709677419355,18.1
76,30.0,13.4,48.5,0.0,0.0,2.2,68.3,3.0,4.5,1.0,0.7,1.5,2.0,1,0.44666666666666666,22.099999999999998
80,28.7,10.4,49.1,0.1,28.6,1.3,70.5,2.2,4.1,1.8,1.1,1.6,1.4,1,0.3623693379790941,19.800000000000004
65,27.5,10.1,48.7,0.4,32.9,1.2,65.0,1.4,3.2,1.3,0.7,0.8,1.6,1,0.36727272727272725,16.0
79,24.0,10.1,47.4,1.6,41.6,1.4,81.0,0.5,1.6,2.9,1.2,0.3,1.5,1,0.42083333333333334,15.100000000000001
64,23.0,10.7,44.1,0.0,30.0,3.1,67.1,1.4,2.0,1.1,0.9,0.2,1.4,1,0.4652173913043478,14.899999999999997
74,22.4,9.0,50.1,0.0,0.0,1.6,66.3,1.6,4.3,0.6,0.6,0.5,1.3,1,0.4017857142857143,15.3
54,20.4,6.3,48.0,0.0,0.0,1.8,65.1,2.1,3.5,0.6,0.4,0.2,1.1,0,0.3088235294117647,11.999999999999998
79,17.9,6.4,44.2,0.0,0.0,1.5,59.5,2.1,2.4,0.6,0.6,0.5,1.1,1,0.35754189944134085,11.5
69,17.7,7.5,51.3,0.0,0.0,1.1,55.3,1.2,2.2,0.7,0.4,0.2,1.3,1,0.42372881355932207,10.899999999999999
72,17.6,5.0,43.9,0.0,27.3,1.0,68.6,1.6,2.8,0.8,0.3,0.4,0.9,0,0.28409090909090906,10.000000000000002
75,17.4,4.5,55.7,0.0,0.0,1.1,70.8,1.5,2.5,0.2,0.2,1.6,0.8,1,0.25862068965517243,9.699999999999998
42,14.8,5.5,40.2,0.8,39.8,1.1,76.7,0.2,0.8,2.7,0.4,0.0,1.5,1,0.3716216216216216,8.1
79,14.6,5.3,41.1,0.3,34.6,1.3,70.2,0.4,1.3,2.9,0.7,0.3,1.5,1,0.363013698630137,9.4
69,14.4,3.8,56.7,0.0,0.0,0.7,66.2,1.1,1.8,0.2,0.7,0.6,0.6,1,0.2638888888888889,7.6
62,14.0,4.5,43.1,0.1,14.7,0.9,70.1,0.7,1.1,1.4,0.3,0.2,1.0,0,0.32142857142857145,7.199999999999999
62,13.6,4.9,38.7,0.7,34.4,0.6,83.3,0.5,0.7,1.1,0.5,0.1,0.7,0,0.3602941176470589,7.1000000000000005
51,19.8,5.1,38.2,0.8,36.4,0.9,78.6,0.3,1.9,2.5,0.8,0.1,1.6,0,0.25757575757575757,9.100000000000001
64,13.6,3.9,40.9,0.1,26.9,0.6,66.1,1.0,2.3,0.5,0.4,0.5,0.5,1,0.2867647058823529,8.2
44,13.0,6.6,45.3,0.4,32.7,1.1,65.3,0.8,0.6,1.1,0.7,0.2,1.0,0,0.5076923076923077,8.999999999999998
57,11.6,3.6,47.3,0.0,0.0,0.6,66.7,1.0,2.1,0.1,0.1,1.1,0.4,1,0.3103448275862069,7.6
53,11.5,5.6,46.6,0.0,0.0,0.9,56.0,1.1,1.1,0.4,0.2,0.2,1.4,1,0.4869565217391304,7.1999999999999975
36,11.3,2.9,33.0,0.3,31.0,0.9,67.4,0.3,1.0,1.5,0.4,0.1,1.2,0,0.2566371681415929,4.8999999999999995
60,9.8,4.0,41.5,0.2,26.2,0.8,81.7,0.5,1.3,0.7,0.2,0.1,0.7,1,0.4081632653061224,6.0
59,9.7,3.7,42.3,0.1,32.0,1.3,83.3,0.2,0.6,1.6,0.3,0.1,1.1,1,0.3814432989690722,5.299999999999999
57,9.6,3.2,43.8,0.0,0.0,0.7,58.8,0.9,1.1,0.4,0.2,0.1,0.8,1,0.33333333333333337,5.0
47,19.7,5.3,34.0,0.6,31.1,1.2,67.4,0.6,2.6,1.2,1.2,0.3,1.4,0,0.26903553299492383,9.799999999999999
43,9.0,2.7,42.0,0.0,20.0,0.7,59.2,0.2,0.8,1.7,0.7,0.0,0.9,1,0.30000000000000004,5.2
41,8.8,2.6,34.3,0.2,30.3,0.6,72.2,0.1,0.5,1.2,0.5,0.1,0.8,0,0.2954545454545454,4.2
61,8.1,3.1,37.6,0.0,0.0,1.0,65.6,0.7,1.0,0.2,0.3,0.2,0.7,0,0.3827160493827161,4.9
49,7.6,1.8,35.6,0.0,22.2,0.5,75.0,0.6,1.0,0.3,0.2,0.2,0.3,0,0.2368421052631579,3.8000000000000007
53,7.0,2.5,45.0,0.0,0.0,0.4,56.1,0.7,0.8,0.2,0.3,0.1,0.5,0,0.35714285714285715,4.1
33,4.6,1.1,39.0,0.0,0.0,0.2,62.5,0.3,0.5,0.1,0.1,0.1,0.1,0,0.23913043478260873,2.1
70,38.3,19.9,47.7,0.1,14.8,5.3,73.2,1.8,4.6,5.0,1.8,0.9,2.9,1,0.5195822454308094,31.099999999999994
80,37.0,21.9,45.1,1.1,32.1,5.0,79.6,2.1,4.3,2.5,1.4,0.3,3.9,0,0.5918918918918918,28.599999999999994
80,37.0,21.9,45.1,1.1,32.1,5.0,79.6,2.1,4.3,2.5,1.4,0.3,3.9,1,0.5918918918918918,28.599999999999994
65,36.1,17.0,48.9,0.0,0.0,3.0,66.4,2.8,5.6,2.5,0.8,0.2,2.5,1,0.4709141274238227,26.4
63,19.0,6.0,57.5,0.0,0.0,1.0,55.1,2.3,3.6,0.7,0.3,0.4,0.8,0,0.3157894736842105,12.4
79,33.8,11.7,38.5,0.9,27.2,2.4,69.8,1.9,3.5,7.7,1.9,0.3,3.2,1,0.34615384615384615,23.8
81,31.6,14.1,40.2,0.8,29.8,2.5,75.4,1.6,2.7,1.6,0.9,0.7,2.0,1,0.4462025316455696,19.7
64,31.0,14.0,46.0,1.4,37.0,1.9,72.2,1.2,2.7,2.0,2.0,0.6,1.2,1,0.45161290322580644,21.3
78,29.7,10.0,53.4,0.0,0.0,2.1,63.5,2.5,4.7,0.5,0.4,0.8,1.4,1,0.3367003367003367,17.6
72,29.0,12.6,39.4,1.0,28.4,2.0,66.2,1.9,3.7,1.5,0.6,1.2,1.6,1,0.43448275862068964,19.9
80,28.6,13.2,51.1,0.0,25.0,2.9,63.6,2.6,4.9,1.2,0.6,1.4,2.0,1,0.4615384615384615,21.9
79,25.9,11.4,46.5,0.0,0.0,2.3,64.5,2.4,3.6,0.6,0.5,1.3,1.9,0,0.4401544401544402,17.900000000000002
78,23.1,10.4,48.4,1.5,43.6,1.0,79.2,0.9,1.7,1.3,0.6,0.3,1.0,1,0.4502164502164502,14.200000000000001
66,22.6,6.8,48.5,0.0,28.6,1.0,44.7,3.0,4.3,0.7,0.5,0.6,1.4,0,0.30088495575221236,14.599999999999998
81,22.2,8.2,45.4,0.4,31.6,2.1,73.9,0.7,2.0,4.8,0.8,0.3,2.0,1,0.36936936936936937,14.8
32,18.8,5.9,41.9,0.6,37.5,1.0,68.1,0.4,2.1,1.3,1.0,0.3,0.9,0,0.31382978723404253,10.100000000000001
67,21.8,9.2,44.3,1.0,39.2,2.1,71.4,0.8,2.0,4.3,1.1,0.1,2.0,1,0.4220183486238532,15.500000000000004
53,19.3,5.8,38.0,0.8,32.8,1.0,75.3,0.3,1.0,4.1,0.8,0.1,1.4,1,0.30051813471502586,10.7
45,18.4,6.5,44.4,0.2,39.3,1.1,68.5,0.8,2.1,2.0,0.8,0.4,0.9,1,0.3532608695652174,11.700000000000001
37,18.2,7.4,47.5,0.1,21.4,1.5,64.8,0.6,1.3,2.7,0.8,0.0,1.5,0,0.40659340659340665,11.3
64,16.1,4.7,46.5,0.0,0.0,0.9,49.2,1.5,1.9,0.5,0.6,0.6,0.8,0,0.2919254658385093,8.999999999999998
62,15.8,3.9,45.7,0.0,0.0,0.8,61.4,0.7,2.0,1.1,0.7,0.2,0.9,0,0.24683544303797467,7.6999999999999975
63,15.0,6.0,51.5,0.0,16.7,1.0,83.3,0.8,1.4,1.0,0.5,0.3,0.7,1,0.4,9.3
81,14.9,7.0,44.1,0.9,37.4,1.1,78.3,0.8,0.9,1.0,0.5,0.2,0.8,1,0.4697986577181208,9.499999999999998
55,14.7,3.5,38.1,0.3,31.4,0.6,70.0,0.2,0.9,3.2,0.7,0.0,1.8,0,0.2380952380952381,6.7
46,12.8,3.9,59.1,0.0,100.0,0.5,48.9,1.2,2.1,0.5,0.2,0.6,0.5,0,0.3046875,8.0
41,12.3,3.3,45.1,0.0,0.0,0.4,44.7,1.0,1.4,1.2,0.5,0.1,1.0,1,0.26829268292682923,6.499999999999999
46,11.5,4.1,53.0,0.0,40.0,1.0,61.8,1.5,1.8,0.8,0.4,0.1,0.8,1,0.3565217391304348,7.8999999999999995
49,11.3,2.4,32.8,0.2,24.3,0.6,77.5,0.2,0.7,1.9,0.4,0.1,1.0,1,0.21238938053097342,4.8
53,11.2,2.7,43.3,0.0,0.0,0.5,75.0,1.0,1.3,0.5,0.4,0.4,0.5,1,0.2410714285714286,5.800000000000001
60,11.2,3.3,50.0,0.1,26.3,0.6,67.9,0.3,1.0,1.0,0.6,0.2,0.8,0,0.29464285714285715,5.5
58,10.6,4.6,38.4,0.4,30.1,0.9,64.9,0.6,0.5,1.0,0.2,0.1,0.9,0,0.43396226415094336,6.099999999999999
59,9.9,3.5,42.4,0.0,0.0,0.8,69.4,1.0,1.5,0.6,0.2,0.1,0.8,1,0.35353535353535354,6.199999999999999
55,9.7,1.7,47.9,0.0,0.0,0.5,68.3,0.7,1.2,0.2,0.2,1.1,0.3,1,0.1752577319587629,4.8
41,9.6,4.1,38.8,0.2,36.0,1.4,68.2,0.5,0.9,0.4,0.3,0.4,0.7,0,0.4270833333333333,5.9
46,9.2,3.3,56.2,0.0,33.3,0.3,41.0,0.3,0.8,0.7,0.4,0.1,0.7,0,0.358695652173913,5.0
42,8.1,3.0,37.2,0.1,24.0,0.8,65.3,0.4,0.4,0.4,0.3,0.1,0.4,0,0.3703703703703704,4.199999999999999
49,6.5,4.8,42.6,0.8,38.4,0.6,71.1,0.2,0.3,1.0,0.3,0.0,1.0,0,0.7384615384615384,5.6
38,6.5,3.1,39.5,0.5,31.0,0.2,66.7,0.2,0.4,1.1,0.3,0.1,0.7,0,0.47692307692307695,4.5
82,36.8,16.0,46.6,0.6,26.7,3.0,74.2,2.3,3.0,6.6,2.3,0.6,3.6,1,0.4347826086956522,27.3
79,36.7,19.2,40.6,1.1,28.4,3.9,69.9,1.4,3.1,3.4,1.1,0.2,3.1,1,0.5231607629427792,25.299999999999997
81,33.3,13.6,39.4,1.5,33.8,1.9,78.1,0.6,2.4,5.8,1.1,0.1,1.8,1,0.4084084084084084,21.700000000000003
76,32.1,17.5,55.2,0.0,0.0,2.5,53.2,4.0,5.1,3.6,1.2,2.2,2.7,1,0.5451713395638629,30.900000000000002
47,17.0,5.2,44.7,0.3,27.1,0.9,72.1,1.0,2.6,0.7,0.5,0.5,0.8,0,0.3058823529411765,9.7
82,31.2,13.5,50.1,0.0,20.0,2.9,56.9,3.4,4.2,2.0,0.7,1.4,2.0,1,0.4326923076923077,23.2
79,30.6,16.6,46.8,0.7,36.0,2.7,81.1,1.5,2.5,2.6,0.7,0.3,2.8,1,0.542483660130719,21.400000000000002
82,26.5,10.3,37.5,0.8,33.3,1.3,73.2,0.6,1.7,4.8,1.5,0.1,2.2,1,0.3886792452830189,16.800000000000004
79,25.6,9.4,41.9,0.5,31.1,1.7,77.8,1.7,3.4,1.6,0.7,0.6,1.1,1,0.3671875,16.3
71,24.8,9.6,50.8,0.0,0.0,1.4,59.6,3.1,2.7,1.4,1.4,0.4,1.2,1,0.3870967741935484,17.399999999999995
79,24.7,5.7,41.5,0.0,16.7,1.5,75.7,2.4,3.9,1.2,0.9,1.2,0.9,1,0.23076923076923078,14.299999999999999
65,24.7,12.0,47.0,0.0,4.3,1.9,77.0,1.4,1.6,1.9,1.0,0.1,1.7,1,0.4858299595141701,16.200000000000003
37,23.5,6.9,58.7,0.0,0.0,1.6,59.2,2.2,3.5,1.0,1.0,1.0,0.8,1,0.2936170212765958,14.8
81,21.9,5.8,47.9,0.0,0.0,1.0,72.9,3.7,3.8,1.2,0.8,0.4,1.2,1,0.2648401826484018,14.500000000000002
81,21.4,7.7,50.8,0.0,0.0,2.4,64.2,2.3,3.9,0.7,0.6,1.0,1.3,1,0.3598130841121496,14.899999999999999
79,19.2,8.5,40.5,0.4,29.9,1.1,82.4,0.2,1.3,1.3,0.4,0.2,1.3,1,0.44270833333333337,10.6
49,18.8,8.7,54.5,0.0,0.0,2.2,71.1,1.9,1.2,0.6,1.5,0.0,0.9,0,0.46276595744680843,12.999999999999998
79,17.8,8.1,43.9,0.4,38.0,1.6,67.2,1.1,1.7,1.3,0.8,0.6,1.7,1,0.45505617977528084,12.000000000000002
75,17.6,6.9,49.5,0.0,0.0,1.4,57.8,1.4,1.6,1.0,0.7,0.3,1.2,1,0.39204545454545453,10.700000000000001
66,17.0,6.7,41.8,0.4,29.5,1.4,84.1,0.4,1.7,2.9,0.9,0.1,1.4,1,0.3941176470588235,11.2
67,16.7,5.0,48.4,0.0,9.1,0.9,61.4,0.9,1.8,0.8,1.0,0.3,0.8,1,0.29940119760479045,9.0
23,16.0,4.2,47.6,0.0,0.0,0.8,60.0,1.3,2.2,0.7,0.6,0.1,0.8,0,0.2625,8.299999999999999
47,16.6,4.6,36.2,0.4,26.6,1.0,82.5,0.3,1.9,0.8,0.7,0.3,0.6,0,0.2771084337349397,8.1
74,15.5,5.5,40.6,0.0,0.0,1.5,67.5,1.1,2.2,0.2,0.3,0.7,1.0,0,0.3548387096774194,9.0
77,15.1,5.4,42.1,0.1,21.2,1.1,73.1,0.6,1.5,1.4,0.6,0.1,1.0,1,0.35761589403973515,8.5
51,15.0,4.8,41.9,0.0,33.3,0.9,65.7,0.9,1.7,1.2,0.7,0.3,0.9,1,0.32,8.7
68,13.0,3.6,59.2,0.0,0.0,0.7,54.7,1.1,2.3,0.3,0.3,0.3,0.7,0,0.27692307692307694,7.199999999999999
70,12.7,4.8,40.0,0.0,8.0,1.3,83.6,0.3,0.9,0.9,0.9,0.1,0.9,1,0.3779527559055118,7.0
55,12.1,3.2,53.9,0.0,0.0,0.4,54.5,0.9,2.2,0.4,0.3,0.5,0.6,0,0.2644628099173554,6.900000000000001
64,11.9,5.3,37.7,0.4,40.4,1.0,75.3,0.4,0.7,1.2,0.4,0.1,0.9,1,0.4453781512605042,7.199999999999999
58,11.6,4.8,36.5,0.4,31.5,0.8,67.2,0.6,0.8,1.2,0.5,0.3,0.9,1,0.41379310344827586,7.199999999999999
67,10.3,3.0,43.7,0.0,0.0,0.7,61.3,1.1,1.8,0.8,0.3,0.5,0.8,1,0.2912621359223301,6.7
39,16.6,5.4,35.5,0.6,26.2,0.9,75.0,0.6,1.9,0.9,0.6,0.3,1.0,0,0.3253012048192771,8.700000000000001
60,9.0,3.1,36.8,0.2,23.4,0.7,83.0,0.2,0.6,2.1,0.6,0.1,0.9,1,0.34444444444444444,5.699999999999999
40,8.5,1.8,30.5,0.3,33.3,0.3,80.0,0.1,0.6,1.3,0.3,0.0,0.9,1,0.21176470588235294,3.1999999999999997
48,8.0,3.4,52.2,0.3,50.0,0.6,82.4,0.1,0.7,1.5,0.3,0.1,0.6,1,0.425,5.5
38,7.5,1.9,31.8,0.1,20.8,0.3,44.4,0.4,0.5,0.4,0.4,0.3,0.5,0,0.2533333333333333,3.3999999999999995
53,7.2,3.0,40.4,0.3,27.9,0.4,75.9,0.5,1.2,0.5,0.3,0.1,0.6,0,0.41666666666666663,5.0
45,6.2,2.6,41.5,0.0,0.0,0.6,63.0,1.1,1.6,0.2,0.2,0.5,0.5,1,0.41935483870967744,5.6000000000000005
68,5.5,1.9,31.7,0.0,33.3,0.7,73.5,0.3,0.5,0.3,0.2,0.1,0.3,0,0.34545454545454546,3.0000000000000004
47,4.7,1.9,48.6,0.0,0.0,0.4,54.1,0.5,0.7,0.2,0.1,0.2,0.3,1,0.40425531914893614,3.400000000000001
81,37.9,23.4,56.2,0.0,0.0,5.3,59.2,4.2,9.6,1.9,0.7,3.5,3.8,1,0.6174142480211081,39.6
77,35.6,15.4,46.4,0.9,36.9,2.7,74.6,1.0,2.5,3.8,1.6,0.7,2.6,1,0.43258426966292135,22.4
81,34.9,18.2,47.4,0.0,10.0,5.7,83.5,2.1,6.6,2.8,1.3,1.0,3.4,1,0.5214899713467048,28.6
81,34.5,14.7,42.6,0.5,28.1,2.2,64.4,2.7,6.9,3.8,1.6,0.4,2.8,1,0.4260869565217391,27.299999999999997
78,33.9,21.0,51.1,0.0,0.0,6.3,78.1,3.4,6.9,1.0,0.3,3.5,3.0,1,0.6194690265486726,33.099999999999994
82,33.5,14.7,50.4,0.0,15.4,2.9,74.8,3.3,5.7,1.8,0.9,1.4,1.9,1,0.4388059701492537,25.999999999999996
82,32.4,15.6,46.9,0.0,25.0,3.5,71.3,2.2,5.0,1.8,1.0,0.8,2.1,1,0.4814814814814815,24.3
79,29.5,10.1,47.4,0.2,25.5,1.8,71.5,1.4,3.5,2.4,1.0,1.1,2.0,1,0.3423728813559322,17.6
72,29.0,13.5,49.3,0.0,0.0,3.3,60.2,2.7,4.7,1.3,0.5,1.1,2.2,1,0.46551724137931033,21.6
59,28.4,17.0,43.5,1.0,31.9,3.8,74.2,1.9,2.5,3.0,1.1,0.5,3.0,1,0.5985915492957746,23.1
82,27.9,9.8,43.3,0.0,0.0,1.4,65.1,2.2,4.0,1.1,0.7,0.9,1.7,1,0.3512544802867384,17.0
48,27.5,15.8,52.4,0.0,33.3,3.2,70.7,2.1,2.6,1.3,1.8,0.8,1.9,0,0.5745454545454546,22.400000000000002
71,27.2,13.8,43.2,0.8,29.3,3.0,71.7,2.0,2.1,1.6,1.1,0.7,1.7,1,0.5073529411764707,19.6
39,22.2,8.9,44.6,0.0,0.0,2.5,83.2,1.0,2.2,1.3,0.6,0.1,1.1,1,0.4009009009009009,13.000000000000002
45,22.0,8.1,47.1,0.1,23.1,1.3,72.8,0.6,1.8,3.5,0.7,0.1,1.6,1,0.36818181818181817,13.2
77,21.5,10.4,46.8,0.6,39.0,2.1,78.6,0.8,1.5,2.2,0.8,0.2,1.6,1,0.48372093023255813,14.299999999999999
74,21.3,8.0,40.2,0.1,16.7,1.7,77.2,0.7,1.9,1.6,1.0,0.2,1.5,0,0.3755868544600939,11.899999999999999
20,21.1,9.4,44.8,0.0,0.0,2.1,75.9,1.9,2.2,1.2,0.8,0.3,1.3,0,0.44549763033175355,14.5
77,20.4,9.1,44.3,0.8,33.3,0.9,72.7,1.1,1.7,1.9,0.5,0.4,1.3,1,0.44607843137254904,13.399999999999999
56,19.1,5.6,47.5,0.0,0.0,1.3,71.0,1.3,3.7,2.1,0.7,1.8,1.9,1,0.2931937172774869,13.2
73,18.9,10.3,47.5,0.0,33.3,2.2,76.2,1.0,1.0,1.0,0.5,0.1,1.3,0,0.544973544973545,12.6
40,15.4,6.1,52.8,0.1,23.8,0.4,73.7,1.0,1.1,0.6,0.5,0.2,0.7,0,0.39610389610389607,8.799999999999999
82,18.9,6.6,50.0,0.0,0.0,2.0,70.0,2.1,3.2,1.0,0.7,0.2,1.2,1,0.3492063492063492,12.599999999999998
82,18.3,5.2,45.6,0.5,39.1,0.5,57.4,0.3,1.1,3.3,0.7,0.1,1.0,1,0.28415300546448086,9.699999999999998
50,16.3,5.4,43.8,0.1,31.6,0.9,79.6,0.3,0.9,1.7,0.4,0.1,0.9,1,0.33128834355828224,7.799999999999999
79,16.1,5.3,44.6,0.0,28.6,1.6,66.5,1.5,2.5,0.9,0.6,0.5,1.1,0,0.3291925465838509,10.200000000000001
80,15.8,4.3,43.3,0.0,14.3,1.2,79.2,0.4,0.8,2.5,0.6,0.2,0.8,0,0.27215189873417717,7.999999999999999
80,15.8,4.3,43.3,0.0,14.3,1.2,79.2,0.4,0.8,2.5,0.6,0.2,0.8,0,0.27215189873417717,7.999999999999999
68,12.6,3.9,35.8,0.1,16.7,0.8,79.4,0.4,1.1,2.3,0.8,0.0,1.3,1,0.30952380952380953,7.2
43,12.1,5.4,55.0,0.0,0.0,1.0,64.3,1.5,2.3,0.3,0.3,0.4,0.9,0,0.44628099173553726,9.3
52,12.0,4.5,43.9,0.0,10.0,1.2,62.5,0.2,0.4,2.2,0.4,0.1,0.8,1,0.375,7.1000000000000005
47,11.7,4.4,36.9,0.4,33.3,0.7,67.3,0.2,0.7,1.4,0.7,0.1,0.9,1,0.3760683760683761,6.6000000000000005
